"africa" "arab" "arms" "challenges" "change" "charter" "commitment" "conference" "conflict" "cooperation" "council" "countries" "delegation" "determination" "developing" "development" "disarmament" "east" "economic" "ensure" "financial" "forces" "foreign" "global" "human" "including" "independence" "israel" "issues" "middle" "military" "negotiations" "operation" "peoples" "policy" "poverty" "powers" "process" "question" "regional" "relations" "security" "session" "situation" "solution" "south" "special" "stability" "support"
"operation" 0.803613371384653 0.739286289144085 0.693798082368947 -0.776868203424351 -0.383880734376547 0.620895023640092 -0.633501640056285 0.720283268389923 -0.205546969033181 -0.835585345080171 -0.571851113871041 0.806734194387279 0.721360037902829 0.782286816163948 0.78146267602105 -0.5946266933723 0.823630542312345 0.775030367050956 0.689572058993421 -0.499091341950517 -0.300735872100341 0.802563621898433 0.805480155672491 -0.681996263594884 -0.301096535778399 -0.40377732946521 0.796053921183062 0.535858261552359 -0.302007967928169 0.750369915188242 0.658233193971594 0.644580087226021 1 0.780303159365266 0.752442100195039 -0.759150933222082 0.814464166832749 -0.256240784525985 0.816235689419267 -0.392730456741541 0.829427960069596 -0.401474053845511 0.60218539578845 0.741156164004725 0.847572896939107 0.808271158457171 0.544186116830905 -0.500192340616792 0.130543304045056
"peoples" 0.813970901805407 0.854990189628 0.819493680131189 -0.879357050150733 -0.466196733055422 0.79041502359259 -0.800764006253392 0.760484649310913 -0.309339378143634 -0.563565899289213 -0.637405198955927 0.863466485793896 0.887391665118756 0.884501884123223 0.82301894993341 -0.685608362286299 0.837949462293176 0.841191848385617 0.707599135229124 -0.582316060422772 -0.468160894142002 0.820386246029945 0.860540984685962 -0.758132870368056 -0.286449652627037 -0.50721986767077 0.937212972960249 0.777774807970698 -0.411815804171598 0.900758429431435 0.815039047300726 0.762708195724602 0.780303159365266 1 0.942016405210301 -0.820601689042923 0.918837068711913 -0.402883827807755 0.909000984838322 -0.597576558845643 0.886493392864242 -0.502400636101909 0.754030531505929 0.816884478607521 0.829279257832205 0.765706890626329 0.658426802907486 -0.586674336010166 -0.0667728477587211
"policy" 0.839167946663944 0.859878383278128 0.876773260947361 -0.830576886821253 -0.421074821873219 0.726231969398177 -0.717431488729454 0.740582672373289 -0.189940222651287 -0.518430014730343 -0.577093396394979 0.905263532603919 0.834321515927797 0.895661404010886 0.837387355395428 -0.606320327324012 0.836959575575474 0.866238081816504 0.752824777712112 -0.459371020237328 -0.356030563457307 0.876262368235666 0.911190997857511 -0.652702354661563 -0.31293084697802 -0.363863301247008 0.950243785810987 0.828271811881392 -0.336676755646905 0.907044264854976 0.899009869530997 0.837096234866326 0.752442100195039 0.942016405210301 1 -0.807996771156184 0.877477237161507 -0.363706036905093 0.925125338648661 -0.512850109111253 0.897697949044483 -0.372856585388542 0.73763066027723 0.901210658533537 0.886790609603465 0.810667590749266 0.626230808562089 -0.448222620065972 0.103080309990515
"poverty" -0.697906663873686 -0.770497452322509 -0.665786949568375 0.838985156387572 0.318968807196857 -0.792061270242936 0.777679828716003 -0.709885792075371 0.292119843341203 0.605821956623473 0.642137457487219 -0.71729960083167 -0.781799611496107 -0.751919436488487 -0.644687326692255 0.670283531786973 -0.770030069936519 -0.697744928393028 -0.637607152886817 0.578876838074067 0.284845418864071 -0.768758953961075 -0.782462961149369 0.699168417273609 0.368099338815436 0.590380548215787 -0.782728492846873 -0.64188189622969 0.492937975594314 -0.768369658798394 -0.693851525277255 -0.625316253448536 -0.759150933222082 -0.820601689042923 -0.807996771156184 1 -0.87597915010907 0.391952655539728 -0.811727904435375 0.475728101958596 -0.810606370203663 0.536158563241283 -0.597902313358877 -0.72024261372611 -0.796816140655395 -0.744739708800045 -0.471875286097843 0.610325880519358 0.0815423584575318
"powers" 0.712244713070468 0.791834478612445 0.674231462480948 -0.887673452875822 -0.43290933956514 0.797122728564624 -0.873817254959365 0.716025334755616 -0.397367005551452 -0.687410846135088 -0.669835778271436 0.758245786377838 0.881649128974204 0.772788922161282 0.696916093167283 -0.700010417513144 0.78215687473121 0.75800971679523 0.566209464330971 -0.671302566619652 -0.47188710305062 0.77541385688049 0.83500405223055 -0.801826596291726 -0.436861627189399 -0.651926911263921 0.828635162453127 0.720846773124405 -0.578670595757748 0.814918577756282 0.704809940675326 0.590847411958164 0.814464166832749 0.918837068711913 0.877477237161507 -0.87597915010907 1 -0.49732136267871 0.87029297782525 -0.632764250875222 0.864564828421659 -0.555371284267252 0.640620659526803 0.731723802461883 0.779328520957575 0.691645730234367 0.538771074860543 -0.70740066469611 -0.181998557238246
"process" -0.0583793988857757 -0.415410543381206 -0.16358835417181 0.252976692123069 -0.138258616244273 -0.242800185653272 0.540547135996056 -0.0735694297501948 0.699674675132891 0.566762951286028 0.697289382965784 -0.0933256430514981 -0.227161172177723 -0.173337252994922 -0.0829158849661978 0.489460184716455 -0.108453095499442 -0.129018693696197 0.178733167292261 0.642768086859201 0.516586773792715 -0.117250484711757 -0.170140101896355 0.21852698818309 0.683925709384417 0.479809635444602 -0.336554394842437 -0.455458077148404 0.713679213163222 -0.337980356154572 -0.117103013890862 -0.0496167179648422 -0.256240784525985 -0.402883827807755 -0.363706036905093 0.391952655539728 -0.49732136267871 1 -0.138292085521594 0.859727111738951 -0.150835394163458 0.630587678742556 0.000726761963767573 -0.0822027124331857 -0.20126570758498 -0.0663799287713918 0.0714910129700668 0.745840962479256 0.495721740814454
"question" 0.878469613272187 0.788964370451471 0.857623693033572 -0.900002517880442 -0.551111550922749 0.798175572301508 -0.708741308601986 0.79464970038435 -0.0603253382452247 -0.507801889929138 -0.488616273633379 0.919669166331911 0.876690070962408 0.922427069549446 0.849086086025412 -0.599865194383704 0.88852727938226 0.906402777083026 0.821931925406772 -0.456380875543633 -0.285771741586948 0.912045972489449 0.949647318695297 -0.755770964526354 -0.200909897825964 -0.401735679406048 0.906509355068408 0.692343951775951 -0.2662945999261 0.849977269324065 0.89490136253935 0.820571636552566 0.816235689419267 0.909000984838322 0.925125338648661 -0.811727904435375 0.87029297782525 -0.138292085521594 1 -0.332480939351383 0.957194714038609 -0.314646202888901 0.787851240166477 0.917635786678774 0.904980590725666 0.876074860638444 0.694961800971061 -0.384802127078269 0.120250996746031
"regional" -0.192415480892976 -0.534011790793792 -0.279152832465938 0.437165220789073 0.057721643117823 -0.360104109208824 0.694916771864005 -0.230431042778675 0.820017417946115 0.585621769920336 0.716328922062443 -0.284810194314097 -0.485492015468026 -0.303224327997923 -0.312602123334102 0.66014509118796 -0.26914801866993 -0.279069428156226 0.0206665809664267 0.767427013323876 0.639308865852214 -0.226238764505945 -0.320373827438549 0.421471156634094 0.647589225863016 0.589902588475179 -0.511405160404001 -0.544118919077009 0.728103948047202 -0.496707504831154 -0.223251770899655 -0.151299279882645 -0.392730456741541 -0.597576558845643 -0.512850109111253 0.475728101958596 -0.632764250875222 0.859727111738951 -0.332480939351383 1 -0.317239725455665 0.732578417581196 -0.252152717859066 -0.185726902429998 -0.271095992810627 -0.113440329236305 -0.243542120803337 0.850280014351916 0.528313547653605
"relations" 0.869833991669982 0.804058769978322 0.815652922299618 -0.87589471208123 -0.495294713555663 0.759500512543774 -0.697042946687357 0.866878005289608 -0.0621406454193135 -0.50018026856742 -0.513378745211064 0.922952920793396 0.864011681556639 0.923781332298388 0.85992481368199 -0.583043328062342 0.869774376096446 0.895584657075949 0.84237981125123 -0.426780945393801 -0.301728456009977 0.92504253350329 0.928154558850471 -0.71109025791452 -0.184091371180788 -0.412132871292123 0.89911169214723 0.702036693621764 -0.251824793767671 0.863778173426673 0.870345184836388 0.812476685360661 0.829427960069596 0.886493392864242 0.897697949044483 -0.810606370203663 0.864564828421659 -0.150835394163458 0.957194714038609 -0.317239725455665 1 -0.321540018933041 0.762930006980614 0.896328989722202 0.916981348049135 0.883098064744008 0.661549793440106 -0.381900847287601 0.118510792252747
"security" -0.193143945798627 -0.469173406211214 -0.167076113006769 0.489069020620274 0.0170892345322222 -0.264568041916221 0.694334467313113 -0.314465489364141 0.740240445725035 0.551958213466792 0.851520467515288 -0.270670485265963 -0.464920575581604 -0.286277500784143 -0.311903137108917 0.597771893721445 -0.276932293538135 -0.188968283972712 -0.0537353440010466 0.762620016193085 0.504846049428524 -0.188735050765276 -0.238619376845299 0.449181002919736 0.538019235322741 0.62573054365314 -0.432920023850662 -0.2760254903493 0.736725704891994 -0.379681262079811 -0.112726528811446 -0.114687541822639 -0.401474053845511 -0.502400636101909 -0.372856585388542 0.536158563241283 -0.555371284267252 0.630587678742556 -0.314646202888901 0.732578417581196 -0.321540018933041 1 -0.187845631415128 -0.118686118048141 -0.307674623145578 -0.138638654726328 -0.222878837723021 0.85317000910133 0.556664703992204
"session" 0.728577349682906 0.647408176787782 0.64028788731259 -0.677760702699378 -0.400452969430101 0.566208035584315 -0.528268161343066 0.703270911141995 -0.0340060229649688 -0.250845732955402 -0.266007512077762 0.762326297401175 0.825311832238287 0.746598868544641 0.735916827372428 -0.398634258375309 0.748541545430936 0.726570738820391 0.770462338281611 -0.229676017323078 -0.232828756427797 0.742985083200401 0.722411880957923 -0.547819513675205 0.0382711728257204 -0.229905296694563 0.799369190737071 0.61575657083936 -0.0304727239218691 0.792672188440321 0.747085507032398 0.730432345489343 0.60218539578845 0.754030531505929 0.73763066027723 -0.597902313358877 0.640620659526803 0.000726761963767573 0.787851240166477 -0.252152717859066 0.762930006980614 -0.187845631415128 1 0.732884046689299 0.703917593479241 0.658126186909729 0.884809450675863 -0.268390030149504 0.1407993384769
"situation" 0.881917554896501 0.745961807563372 0.908213822800964 -0.775151085406828 -0.463551536042229 0.708144825242932 -0.503170082273255 0.718429380214708 0.139799194116326 -0.410418511004949 -0.391481144980684 0.918372486729867 0.712097930330471 0.930525552624533 0.812729599068521 -0.470056086372426 0.825375690086592 0.86474153750936 0.856646561071174 -0.259354624821852 -0.146601109456193 0.941403821350195 0.925154169046111 -0.571477880983768 -0.159076225677522 -0.175910667901197 0.881132507956122 0.691286888383164 -0.0893502968256312 0.816372136116001 0.968996566502419 0.893845762112549 0.741156164004725 0.816884478607521 0.901210658533537 -0.72024261372611 0.731723802461883 -0.0822027124331857 0.917635786678774 -0.185726902429998 0.896328989722202 -0.118686118048141 0.732884046689299 1 0.923312104011007 0.931709895284094 0.60894808625494 -0.145810115482459 0.353851692225241
"solution" 0.883202279859098 0.819197332684924 0.876537930506569 -0.798090231901167 -0.37185072208514 0.664413269729945 -0.586234388328526 0.783415389159218 0.0265863564006375 -0.581299091152351 -0.549172105551591 0.912544966935325 0.723840629468877 0.93329774433791 0.844107069798988 -0.495014001366503 0.86764876650737 0.859108827886341 0.83425487459674 -0.358249688350571 -0.246704363234986 0.923638367901135 0.910931036684758 -0.590313720103335 -0.219276917883756 -0.23652774546717 0.905232332439965 0.674516351004104 -0.188197288965039 0.854860409764841 0.893389456735914 0.868032617023255 0.847572896939107 0.829279257832205 0.886790609603465 -0.796816140655395 0.779328520957575 -0.20126570758498 0.904980590725666 -0.271095992810627 0.916981348049135 -0.307674623145578 0.703917593479241 0.923312104011007 1 0.945521325726462 0.596533177823983 -0.317394463323852 0.296695704400907
"south" 0.91363932809186 0.713779894852791 0.897585645453759 -0.767203628943166 -0.43445169665243 0.696981036054862 -0.477701219736088 0.7556115029846 0.170571045977852 -0.49819609229028 -0.418538388356419 0.870437009252986 0.641795469954548 0.924040151653914 0.789682807451076 -0.453089140489722 0.846915718608145 0.840733919570769 0.859793914378449 -0.273467730349133 -0.137744984051059 0.911594423964278 0.88642668740892 -0.578933733435024 -0.103288006531259 -0.179424289320419 0.837259678135308 0.58161150803521 -0.049792690050577 0.765351105881552 0.892494144112102 0.862811432541885 0.808271158457171 0.765706890626329 0.810667590749266 -0.744739708800045 0.691645730234367 -0.0663799287713918 0.876074860638444 -0.113440329236305 0.883098064744008 -0.138638654726328 0.658126186909729 0.931709895284094 0.945521325726462 1 0.527953678139475 -0.169223410080897 0.384058848310425
"special" 0.639783354936701 0.555211921194997 0.5500024192747 -0.599940723743783 -0.406988936771114 0.448237348004291 -0.454401769868849 0.562399421581357 -0.0959674100098653 -0.248034241192461 -0.295254764216088 0.668466703068289 0.764857986668838 0.667545853471245 0.679220418712849 -0.404020758993744 0.720816572721576 0.634064380523259 0.664062700113709 -0.280761556767256 -0.234568280258965 0.631930575250669 0.620971929268647 -0.502596831366399 -0.0187720783325156 -0.173006360478401 0.726262432608651 0.477608985072347 0.00447034434408076 0.706730407733801 0.613616696257353 0.642201233949043 0.544186116830905 0.658426802907486 0.626230808562089 -0.471875286097843 0.538771074860543 0.0714910129700668 0.694961800971061 -0.243542120803337 0.661549793440106 -0.222878837723021 0.884809450675863 0.60894808625494 0.596533177823983 0.527953678139475 1 -0.255501554379588 0.0555229178093654
"stability" -0.225249504779438 -0.495161569185408 -0.176811958964693 0.573836080463392 0.145843491695912 -0.438999841569462 0.835132556229539 -0.359255453902963 0.808462535495477 0.670670855788758 0.760594026121457 -0.247897126243306 -0.567586215010163 -0.304032887228334 -0.283973565343412 0.678744939969434 -0.353563259594521 -0.281589958866702 -0.0206851201846949 0.840499902124107 0.647599125710863 -0.25850784107817 -0.31457883864476 0.607831284878195 0.600643638146632 0.77205893470485 -0.45369903917648 -0.421203778623316 0.830815768288321 -0.484132574218147 -0.149693987614246 -0.0792660402733473 -0.500192340616792 -0.586674336010166 -0.448222620065972 0.610325880519358 -0.70740066469611 0.745840962479256 -0.384802127078269 0.850280014351916 -0.381900847287601 0.85317000910133 -0.268390030149504 -0.145810115482459 -0.317394463323852 -0.169223410080897 -0.255501554379588 1 0.626883925616718
"support" 0.332499824179578 -0.0322490069728504 0.359571809317043 0.173036930841612 0.117422847699883 -0.142255397208259 0.472259462507256 0.104328887151324 0.637177674967652 0.0736068566444319 0.309801144809239 0.294313602200909 -0.186828243115541 0.209754481063734 0.236919273043306 0.336242771900852 0.20022284075877 0.134169147789043 0.415934671392997 0.592577487202745 0.49101880449038 0.249178232809833 0.227967404787025 0.296223498107493 0.390584446600209 0.721127457747018 0.125079410424801 -0.0251168709269724 0.672383411566445 0.0358797388416657 0.301873605188607 0.402840397060171 0.130543304045056 -0.0667728477587211 0.103080309990515 0.0815423584575318 -0.181998557238246 0.495721740814454 0.120250996746031 0.528313547653605 0.118510792252747 0.556664703992204 0.1407993384769 0.353851692225241 0.296695704400907 0.384058848310425 0.0555229178093654 0.626883925616718 1
