"date" "word" "n" "year_total" "word_total"
1979-09-15 "region" 522 243909 21386
1979-09-15 "regional" 188 243909 13213
1979-09-15 "relations" 620 243909 18910
1979-09-15 "republic" 596 243909 23316
1979-09-15 "resolution" 261 243909 14938
1979-09-15 "resolutions" 328 243909 10068
1979-09-15 "resources" 439 243909 15034
1979-09-15 "respect" 437 243909 17360
1979-09-15 "responsibility" 232 243909 10002
1979-09-15 "rights" 1030 243909 33678
1979-09-15 "role" 287 243909 15396
1979-09-15 "secretary" 329 243909 18224
1979-09-15 "security" 930 243909 58620
1979-09-15 "session" 870 243909 29355
1979-09-15 "settlement" 381 243909 10468
1979-09-15 "situation" 766 243909 22626
1979-09-15 "social" 522 243909 21320
1979-09-15 "solution" 511 243909 14990
1979-09-15 "south" 939 243909 26854
1979-09-15 "special" 384 243909 12822
1979-09-15 "stability" 203 243909 11323
1979-09-15 "support" 649 243909 30258
1979-09-15 "system" 418 243909 16129
1979-09-15 "terrorism" 40 243909 11726
1979-09-15 "time" 697 243909 25425
1979-09-15 "trade" 241 243909 12834
1979-09-15 "union" 174 243909 10537
1979-09-15 "united" 2391 243909 120949
1979-09-15 "view" 364 243909 11343
1979-09-15 "war" 469 243909 21426
1979-09-15 "weapons" 374 243909 16939
1979-09-15 "world" 2670 243909 89132
1980-09-15 "achieve" 231 247927 10213
1980-09-15 "action" 416 247927 16503
1980-09-15 "africa" 1055 247927 29980
1980-09-15 "african" 505 247927 18219
1980-09-15 "agreement" 332 247927 12320
1980-09-15 "arab" 441 247927 11247
1980-09-15 "arms" 421 247927 11210
1980-09-15 "assembly" 1344 247927 39932
1980-09-15 "assistance" 267 247927 11561
1980-09-15 "based" 290 247927 10704
1980-09-15 "challenges" 51 247927 10170
1980-09-15 "change" 191 247927 11309
1980-09-15 "charter" 519 247927 16097
1980-09-15 "commitment" 173 247927 10328
1980-09-15 "common" 245 247927 10870
1980-09-15 "community" 1030 247927 37936
1980-09-15 "conference" 584 247927 21701
1980-09-15 "conflict" 441 247927 16727
1980-09-15 "conflicts" 195 247927 11456
1980-09-15 "continue" 496 247927 19221
1980-09-15 "cooperation" 455 247927 17552
1980-09-15 "council" 459 247927 29218
1980-09-15 "countries" 2614 247927 85811
1980-09-15 "country" 1117 247927 39541
1980-09-15 "crisis" 292 247927 12500
1980-09-15 "delegation" 510 247927 12971
1980-09-15 "democratic" 365 247927 14000
1980-09-15 "determination" 451 247927 10119
1980-09-15 "developed" 380 247927 12428
1980-09-15 "developing" 698 247927 26012
1980-09-15 "development" 1178 247927 63063
1980-09-15 "disarmament" 501 247927 13285
1980-09-15 "east" 637 247927 18712
1980-09-15 "economic" 1678 247927 55155
1980-09-15 "effective" 215 247927 11485
1980-09-15 "efforts" 795 247927 35195
1980-09-15 "ensure" 227 247927 11643
1980-09-15 "financial" 129 247927 10368
1980-09-15 "force" 299 247927 10217
1980-09-15 "forces" 444 247927 10811
1980-09-15 "foreign" 521 247927 13288
1980-09-15 "free" 280 247927 10472
1980-09-15 "freedom" 356 247927 10391
1980-09-15 "future" 346 247927 15552
1980-09-15 "global" 390 247927 21899
1980-09-15 "government" 1170 247927 36814
1980-09-15 "hope" 469 247927 19418
1980-09-15 "human" 732 247927 36657
1980-09-15 "implementation" 247 247927 10777
1980-09-15 "including" 222 247927 10842
1980-09-15 "independence" 810 247927 14069
1980-09-15 "international" 3335 247927 117236
1980-09-15 "israel" 455 247927 10545
1980-09-15 "issues" 289 247927 11465
1980-09-15 "justice" 322 247927 10896
1980-09-15 "law" 400 247927 13993
1980-09-15 "major" 281 247927 10592
1980-09-15 "means" 352 247927 11658
1980-09-15 "measures" 395 247927 12398
1980-09-15 "middle" 471 247927 12987
1980-09-15 "military" 650 247927 12335
1980-09-15 "national" 644 247927 23575
1980-09-15 "nations" 2613 247927 124786
1980-09-15 "negotiations" 649 247927 13235
1980-09-15 "nuclear" 657 247927 22934
1980-09-15 "operation" 391 247927 15661
1980-09-15 "organization" 778 247927 35640
1980-09-15 "palestinian" 400 247927 10259
1980-09-15 "parties" 364 247927 11257
1980-09-15 "past" 275 247927 10918
1980-09-15 "peace" 2111 247927 77842
1980-09-15 "peaceful" 488 247927 15088
1980-09-15 "people" 1878 247927 54354
1980-09-15 "peoples" 1071 247927 25181
1980-09-15 "policy" 570 247927 13567
1980-09-15 "political" 1061 247927 33692
1980-09-15 "poverty" 121 247927 10387
1980-09-15 "powers" 431 247927 10041
1980-09-15 "president" 465 247927 18758
1980-09-15 "principles" 558 247927 16368
1980-09-15 "process" 382 247927 19495
1980-09-15 "progress" 458 247927 17577
1980-09-15 "question" 466 247927 11259
1980-09-15 "recent" 247 247927 11188
1980-09-15 "regard" 295 247927 11452
1980-09-15 "region" 599 247927 21386
1980-09-15 "regional" 186 247927 13213
1980-09-15 "relations" 772 247927 18910
1980-09-15 "republic" 775 247927 23316
1980-09-15 "resolution" 420 247927 14938
1980-09-15 "resolutions" 346 247927 10068
1980-09-15 "resources" 338 247927 15034
1980-09-15 "respect" 515 247927 17360
1980-09-15 "responsibility" 234 247927 10002
1980-09-15 "rights" 856 247927 33678
1980-09-15 "role" 256 247927 15396
1980-09-15 "secretary" 348 247927 18224
1980-09-15 "security" 1152 247927 58620
1980-09-15 "session" 1271 247927 29355
1980-09-15 "settlement" 382 247927 10468
1980-09-15 "situation" 941 247927 22626
1980-09-15 "social" 444 247927 21320
1980-09-15 "solution" 539 247927 14990
1980-09-15 "south" 1065 247927 26854
1980-09-15 "special" 666 247927 12822
1980-09-15 "stability" 249 247927 11323
1980-09-15 "support" 677 247927 30258
1980-09-15 "system" 417 247927 16129
1980-09-15 "terrorism" 47 247927 11726
1980-09-15 "time" 674 247927 25425
1980-09-15 "trade" 138 247927 12834
1980-09-15 "union" 275 247927 10537
1980-09-15 "united" 2387 247927 120949
1980-09-15 "view" 364 247927 11343
1980-09-15 "war" 547 247927 21426
1980-09-15 "weapons" 419 247927 16939
1980-09-15 "world" 2511 247927 89132
1981-09-15 "achieve" 257 239314 10213
1981-09-15 "action" 381 239314 16503
1981-09-15 "africa" 963 239314 29980
1981-09-15 "african" 415 239314 18219
1981-09-15 "agreement" 222 239314 12320
1981-09-15 "arab" 467 239314 11247
1981-09-15 "arms" 513 239314 11210
1981-09-15 "assembly" 1191 239314 39932
1981-09-15 "assistance" 318 239314 11561
1981-09-15 "based" 317 239314 10704
1981-09-15 "challenges" 42 239314 10170
1981-09-15 "change" 136 239314 11309
1981-09-15 "charter" 431 239314 16097
1981-09-15 "commitment" 142 239314 10328
1981-09-15 "common" 246 239314 10870
1981-09-15 "community" 888 239314 37936
1981-09-15 "conference" 773 239314 21701
1981-09-15 "conflict" 354 239314 16727
1981-09-15 "conflicts" 186 239314 11456
1981-09-15 "continue" 459 239314 19221
1981-09-15 "cooperation" 868 239314 17552
1981-09-15 "council" 465 239314 29218
1981-09-15 "countries" 2938 239314 85811
1981-09-15 "country" 927 239314 39541
1981-09-15 "crisis" 273 239314 12500
1981-09-15 "delegation" 436 239314 12971
1981-09-15 "democratic" 334 239314 14000
1981-09-15 "determination" 425 239314 10119
1981-09-15 "developed" 474 239314 12428
1981-09-15 "developing" 872 239314 26012
1981-09-15 "development" 1083 239314 63063
1981-09-15 "disarmament" 463 239314 13285
1981-09-15 "east" 569 239314 18712
1981-09-15 "economic" 1635 239314 55155
1981-09-15 "effective" 239 239314 11485
1981-09-15 "efforts" 924 239314 35195
1981-09-15 "ensure" 228 239314 11643
1981-09-15 "financial" 149 239314 10368
1981-09-15 "force" 316 239314 10217
1981-09-15 "forces" 386 239314 10811
1981-09-15 "foreign" 513 239314 13288
1981-09-15 "free" 259 239314 10472
1981-09-15 "freedom" 356 239314 10391
1981-09-15 "future" 331 239314 15552
1981-09-15 "global" 450 239314 21899
1981-09-15 "government" 1017 239314 36814
1981-09-15 "hope" 509 239314 19418
1981-09-15 "human" 622 239314 36657
1981-09-15 "implementation" 319 239314 10777
1981-09-15 "including" 251 239314 10842
1981-09-15 "independence" 767 239314 14069
1981-09-15 "international" 3202 239314 117236
1981-09-15 "israel" 480 239314 10545
1981-09-15 "issues" 230 239314 11465
1981-09-15 "justice" 278 239314 10896
1981-09-15 "law" 316 239314 13993
1981-09-15 "major" 293 239314 10592
1981-09-15 "means" 404 239314 11658
1981-09-15 "measures" 313 239314 12398
1981-09-15 "middle" 439 239314 12987
1981-09-15 "military" 613 239314 12335
1981-09-15 "national" 551 239314 23575
1981-09-15 "nations" 2395 239314 124786
1981-09-15 "negotiations" 636 239314 13235
1981-09-15 "nuclear" 767 239314 22934
1981-09-15 "operation" 120 239314 15661
1981-09-15 "organization" 790 239314 35640
1981-09-15 "palestinian" 387 239314 10259
1981-09-15 "parties" 231 239314 11257
1981-09-15 "past" 243 239314 10918
1981-09-15 "peace" 1953 239314 77842
1981-09-15 "peaceful" 465 239314 15088
1981-09-15 "people" 1608 239314 54354
1981-09-15 "peoples" 872 239314 25181
1981-09-15 "policy" 573 239314 13567
1981-09-15 "political" 953 239314 33692
1981-09-15 "poverty" 109 239314 10387
1981-09-15 "powers" 327 239314 10041
1981-09-15 "president" 409 239314 18758
1981-09-15 "principles" 617 239314 16368
1981-09-15 "process" 328 239314 19495
1981-09-15 "progress" 457 239314 17577
1981-09-15 "question" 394 239314 11259
1981-09-15 "recent" 275 239314 11188
1981-09-15 "regard" 256 239314 11452
1981-09-15 "region" 640 239314 21386
1981-09-15 "regional" 213 239314 13213
1981-09-15 "relations" 715 239314 18910
1981-09-15 "republic" 767 239314 23316
1981-09-15 "resolution" 529 239314 14938
1981-09-15 "resolutions" 332 239314 10068
1981-09-15 "resources" 348 239314 15034
1981-09-15 "respect" 441 239314 17360
1981-09-15 "responsibility" 198 239314 10002
1981-09-15 "rights" 601 239314 33678
1981-09-15 "role" 261 239314 15396
1981-09-15 "secretary" 136 239314 18224
1981-09-15 "security" 1191 239314 58620
1981-09-15 "session" 906 239314 29355
1981-09-15 "settlement" 378 239314 10468
1981-09-15 "situation" 903 239314 22626
1981-09-15 "social" 432 239314 21320
1981-09-15 "solution" 572 239314 14990
1981-09-15 "south" 1029 239314 26854
1981-09-15 "special" 432 239314 12822
1981-09-15 "stability" 272 239314 11323
1981-09-15 "support" 688 239314 30258
1981-09-15 "system" 443 239314 16129
1981-09-15 "terrorism" 96 239314 11726
1981-09-15 "time" 606 239314 25425
1981-09-15 "trade" 216 239314 12834
1981-09-15 "union" 266 239314 10537
1981-09-15 "united" 2510 239314 120949
1981-09-15 "view" 305 239314 11343
1981-09-15 "war" 533 239314 21426
1981-09-15 "weapons" 447 239314 16939
1981-09-15 "world" 2378 239314 89132
1982-09-15 "achieve" 286 246726 10213
1982-09-15 "action" 453 246726 16503
1982-09-15 "africa" 828 246726 29980
1982-09-15 "african" 409 246726 18219
1982-09-15 "agreement" 237 246726 12320
1982-09-15 "arab" 475 246726 11247
1982-09-15 "arms" 508 246726 11210
1982-09-15 "assembly" 1128 246726 39932
1982-09-15 "assistance" 214 246726 11561
1982-09-15 "based" 280 246726 10704
1982-09-15 "challenges" 39 246726 10170
1982-09-15 "change" 100 246726 11309
1982-09-15 "charter" 615 246726 16097
1982-09-15 "commitment" 173 246726 10328
1982-09-15 "common" 255 246726 10870
1982-09-15 "community" 834 246726 37936
1982-09-15 "conference" 526 246726 21701
1982-09-15 "conflict" 414 246726 16727
1982-09-15 "conflicts" 276 246726 11456
1982-09-15 "continue" 485 246726 19221
1982-09-15 "cooperation" 108 246726 17552
1982-09-15 "council" 636 246726 29218
1982-09-15 "countries" 2654 246726 85811
1982-09-15 "country" 952 246726 39541
1982-09-15 "crisis" 427 246726 12500
1982-09-15 "delegation" 362 246726 12971
1982-09-15 "democratic" 288 246726 14000
1982-09-15 "determination" 426 246726 10119
1982-09-15 "developed" 357 246726 12428
1982-09-15 "developing" 802 246726 26012
1982-09-15 "development" 995 246726 63063
1982-09-15 "disarmament" 615 246726 13285
1982-09-15 "east" 738 246726 18712
1982-09-15 "economic" 1708 246726 55155
1982-09-15 "effective" 284 246726 11485
1982-09-15 "efforts" 895 246726 35195
1982-09-15 "ensure" 252 246726 11643
1982-09-15 "financial" 208 246726 10368
1982-09-15 "force" 455 246726 10217
1982-09-15 "forces" 482 246726 10811
1982-09-15 "foreign" 576 246726 13288
1982-09-15 "free" 271 246726 10472
1982-09-15 "freedom" 283 246726 10391
1982-09-15 "future" 311 246726 15552
1982-09-15 "global" 436 246726 21899
1982-09-15 "government" 971 246726 36814
1982-09-15 "hope" 467 246726 19418
1982-09-15 "human" 570 246726 36657
1982-09-15 "implementation" 261 246726 10777
1982-09-15 "including" 280 246726 10842
1982-09-15 "independence" 614 246726 14069
1982-09-15 "international" 3266 246726 117236
1982-09-15 "israel" 554 246726 10545
1982-09-15 "issues" 231 246726 11465
1982-09-15 "justice" 301 246726 10896
1982-09-15 "law" 379 246726 13993
1982-09-15 "major" 253 246726 10592
1982-09-15 "means" 401 246726 11658
1982-09-15 "measures" 321 246726 12398
1982-09-15 "middle" 491 246726 12987
1982-09-15 "military" 544 246726 12335
1982-09-15 "national" 646 246726 23575
1982-09-15 "nations" 2520 246726 124786
1982-09-15 "negotiations" 699 246726 13235
1982-09-15 "nuclear" 741 246726 22934
1982-09-15 "operation" 736 246726 15661
1982-09-15 "organization" 866 246726 35640
1982-09-15 "palestinian" 626 246726 10259
1982-09-15 "parties" 257 246726 11257
1982-09-15 "past" 262 246726 10918
1982-09-15 "peace" 2195 246726 77842
1982-09-15 "peaceful" 570 246726 15088
1982-09-15 "people" 1633 246726 54354
1982-09-15 "peoples" 872 246726 25181
1982-09-15 "policy" 546 246726 13567
1982-09-15 "political" 1002 246726 33692
1982-09-15 "poverty" 80 246726 10387
1982-09-15 "powers" 381 246726 10041
1982-09-15 "president" 380 246726 18758
1982-09-15 "principles" 597 246726 16368
1982-09-15 "process" 339 246726 19495
1982-09-15 "progress" 409 246726 17577
1982-09-15 "question" 432 246726 11259
1982-09-15 "recent" 307 246726 11188
1982-09-15 "regard" 274 246726 11452
1982-09-15 "region" 627 246726 21386
1982-09-15 "regional" 226 246726 13213
1982-09-15 "relations" 740 246726 18910
1982-09-15 "republic" 719 246726 23316
1982-09-15 "resolution" 345 246726 14938
1982-09-15 "resolutions" 392 246726 10068
1982-09-15 "resources" 330 246726 15034
1982-09-15 "respect" 492 246726 17360
1982-09-15 "responsibility" 255 246726 10002
1982-09-15 "rights" 689 246726 33678
1982-09-15 "role" 332 246726 15396
1982-09-15 "secretary" 537 246726 18224
1982-09-15 "security" 1546 246726 58620
1982-09-15 "session" 966 246726 29355
1982-09-15 "settlement" 392 246726 10468
1982-09-15 "situation" 934 246726 22626
1982-09-15 "social" 411 246726 21320
1982-09-15 "solution" 579 246726 14990
1982-09-15 "south" 1203 246726 26854
1982-09-15 "special" 464 246726 12822
1982-09-15 "stability" 251 246726 11323
1982-09-15 "support" 720 246726 30258
1982-09-15 "system" 526 246726 16129
1982-09-15 "terrorism" 83 246726 11726
1982-09-15 "time" 685 246726 25425
1982-09-15 "trade" 302 246726 12834
1982-09-15 "union" 217 246726 10537
1982-09-15 "united" 2434 246726 120949
1982-09-15 "view" 335 246726 11343
1982-09-15 "war" 682 246726 21426
1982-09-15 "weapons" 438 246726 16939
1982-09-15 "world" 2467 246726 89132
1983-09-15 "achieve" 259 245558 10213
1983-09-15 "action" 449 245558 16503
1983-09-15 "africa" 940 245558 29980
1983-09-15 "african" 443 245558 18219
1983-09-15 "agreement" 279 245558 12320
1983-09-15 "arab" 426 245558 11247
1983-09-15 "arms" 557 245558 11210
1983-09-15 "assembly" 876 245558 39932
1983-09-15 "assistance" 218 245558 11561
1983-09-15 "based" 297 245558 10704
1983-09-15 "challenges" 41 245558 10170
1983-09-15 "change" 155 245558 11309
1983-09-15 "charter" 497 245558 16097
1983-09-15 "commitment" 183 245558 10328
1983-09-15 "common" 249 245558 10870
1983-09-15 "community" 866 245558 37936
1983-09-15 "conference" 721 245558 21701
1983-09-15 "conflict" 458 245558 16727
1983-09-15 "conflicts" 288 245558 11456
1983-09-15 "continue" 453 245558 19221
1983-09-15 "cooperation" 100 245558 17552
1983-09-15 "council" 569 245558 29218
1983-09-15 "countries" 3009 245558 85811
1983-09-15 "country" 1043 245558 39541
1983-09-15 "crisis" 544 245558 12500
1983-09-15 "delegation" 346 245558 12971
1983-09-15 "democratic" 281 245558 14000
1983-09-15 "determination" 391 245558 10119
1983-09-15 "developed" 381 245558 12428
1983-09-15 "developing" 809 245558 26012
1983-09-15 "development" 1215 245558 63063
1983-09-15 "disarmament" 479 245558 13285
1983-09-15 "east" 720 245558 18712
1983-09-15 "economic" 1810 245558 55155
1983-09-15 "effective" 243 245558 11485
1983-09-15 "efforts" 998 245558 35195
1983-09-15 "ensure" 267 245558 11643
1983-09-15 "financial" 197 245558 10368
1983-09-15 "force" 419 245558 10217
1983-09-15 "forces" 478 245558 10811
1983-09-15 "foreign" 579 245558 13288
1983-09-15 "free" 272 245558 10472
1983-09-15 "freedom" 360 245558 10391
1983-09-15 "future" 335 245558 15552
1983-09-15 "global" 360 245558 21899
1983-09-15 "government" 1134 245558 36814
1983-09-15 "hope" 472 245558 19418
1983-09-15 "human" 711 245558 36657
1983-09-15 "implementation" 284 245558 10777
1983-09-15 "including" 267 245558 10842
1983-09-15 "independence" 700 245558 14069
1983-09-15 "international" 3178 245558 117236
1983-09-15 "israel" 373 245558 10545
1983-09-15 "issues" 246 245558 11465
1983-09-15 "justice" 251 245558 10896
1983-09-15 "law" 260 245558 13993
1983-09-15 "major" 278 245558 10592
1983-09-15 "means" 366 245558 11658
1983-09-15 "measures" 368 245558 12398
1983-09-15 "middle" 412 245558 12987
1983-09-15 "military" 663 245558 12335
1983-09-15 "national" 569 245558 23575
1983-09-15 "nations" 2528 245558 124786
1983-09-15 "negotiations" 584 245558 13235
1983-09-15 "nuclear" 900 245558 22934
1983-09-15 "operation" 856 245558 15661
1983-09-15 "organization" 799 245558 35640
1983-09-15 "palestinian" 362 245558 10259
1983-09-15 "parties" 306 245558 11257
1983-09-15 "past" 254 245558 10918
1983-09-15 "peace" 2232 245558 77842
1983-09-15 "peaceful" 548 245558 15088
1983-09-15 "people" 1698 245558 54354
1983-09-15 "peoples" 926 245558 25181
1983-09-15 "policy" 575 245558 13567
1983-09-15 "political" 994 245558 33692
1983-09-15 "poverty" 106 245558 10387
1983-09-15 "powers" 421 245558 10041
1983-09-15 "president" 368 245558 18758
1983-09-15 "principles" 514 245558 16368
1983-09-15 "process" 332 245558 19495
1983-09-15 "progress" 420 245558 17577
1983-09-15 "question" 498 245558 11259
1983-09-15 "recent" 270 245558 11188
1983-09-15 "regard" 256 245558 11452
1983-09-15 "region" 801 245558 21386
1983-09-15 "regional" 255 245558 13213
1983-09-15 "relations" 664 245558 18910
1983-09-15 "republic" 587 245558 23316
1983-09-15 "resolution" 345 245558 14938
1983-09-15 "resolutions" 348 245558 10068
1983-09-15 "resources" 314 245558 15034
1983-09-15 "respect" 478 245558 17360
1983-09-15 "responsibility" 248 245558 10002
1983-09-15 "rights" 719 245558 33678
1983-09-15 "role" 297 245558 15396
1983-09-15 "secretary" 513 245558 18224
1983-09-15 "security" 1412 245558 58620
1983-09-15 "session" 831 245558 29355
1983-09-15 "settlement" 395 245558 10468
1983-09-15 "situation" 978 245558 22626
1983-09-15 "social" 471 245558 21320
1983-09-15 "solution" 582 245558 14990
1983-09-15 "south" 1305 245558 26854
1983-09-15 "special" 227 245558 12822
1983-09-15 "stability" 257 245558 11323
1983-09-15 "support" 829 245558 30258
1983-09-15 "system" 462 245558 16129
1983-09-15 "terrorism" 42 245558 11726
1983-09-15 "time" 662 245558 25425
1983-09-15 "trade" 380 245558 12834
1983-09-15 "union" 322 245558 10537
1983-09-15 "united" 2636 245558 120949
1983-09-15 "view" 295 245558 11343
1983-09-15 "war" 756 245558 21426
1983-09-15 "weapons" 552 245558 16939
1983-09-15 "world" 2544 245558 89132
1984-09-15 "achieve" 243 251603 10213
1984-09-15 "action" 424 251603 16503
1984-09-15 "africa" 1107 251603 29980
1984-09-15 "african" 621 251603 18219
1984-09-15 "agreement" 263 251603 12320
1984-09-15 "arab" 405 251603 11247
1984-09-15 "arms" 602 251603 11210
1984-09-15 "assembly" 947 251603 39932
1984-09-15 "assistance" 285 251603 11561
1984-09-15 "based" 276 251603 10704
1984-09-15 "challenges" 63 251603 10170
1984-09-15 "change" 107 251603 11309
1984-09-15 "charter" 469 251603 16097
1984-09-15 "commitment" 209 251603 10328
1984-09-15 "common" 268 251603 10870
1984-09-15 "community" 964 251603 37936
1984-09-15 "conference" 593 251603 21701
1984-09-15 "conflict" 435 251603 16727
1984-09-15 "conflicts" 253 251603 11456
1984-09-15 "continue" 597 251603 19221
1984-09-15 "cooperation" 294 251603 17552
1984-09-15 "council" 549 251603 29218
1984-09-15 "countries" 3192 251603 85811
1984-09-15 "country" 1048 251603 39541
1984-09-15 "crisis" 503 251603 12500
1984-09-15 "delegation" 404 251603 12971
1984-09-15 "democratic" 326 251603 14000
1984-09-15 "determination" 342 251603 10119
1984-09-15 "developed" 331 251603 12428
1984-09-15 "developing" 844 251603 26012
1984-09-15 "development" 1238 251603 63063
1984-09-15 "disarmament" 454 251603 13285
1984-09-15 "east" 560 251603 18712
1984-09-15 "economic" 1925 251603 55155
1984-09-15 "effective" 239 251603 11485
1984-09-15 "efforts" 1117 251603 35195
1984-09-15 "ensure" 245 251603 11643
1984-09-15 "financial" 220 251603 10368
1984-09-15 "force" 312 251603 10217
1984-09-15 "forces" 438 251603 10811
1984-09-15 "foreign" 571 251603 13288
1984-09-15 "free" 307 251603 10472
1984-09-15 "freedom" 316 251603 10391
1984-09-15 "future" 344 251603 15552
1984-09-15 "global" 332 251603 21899
1984-09-15 "government" 1044 251603 36814
1984-09-15 "hope" 512 251603 19418
1984-09-15 "human" 655 251603 36657
1984-09-15 "implementation" 273 251603 10777
1984-09-15 "including" 269 251603 10842
1984-09-15 "independence" 676 251603 14069
1984-09-15 "international" 3320 251603 117236
1984-09-15 "israel" 350 251603 10545
1984-09-15 "issues" 224 251603 11465
1984-09-15 "justice" 253 251603 10896
1984-09-15 "law" 227 251603 13993
1984-09-15 "major" 275 251603 10592
1984-09-15 "means" 367 251603 11658
1984-09-15 "measures" 420 251603 12398
1984-09-15 "middle" 357 251603 12987
1984-09-15 "military" 552 251603 12335
1984-09-15 "national" 600 251603 23575
1984-09-15 "nations" 2844 251603 124786
1984-09-15 "negotiations" 557 251603 13235
1984-09-15 "nuclear" 1025 251603 22934
1984-09-15 "operation" 638 251603 15661
1984-09-15 "organization" 758 251603 35640
1984-09-15 "palestinian" 319 251603 10259
1984-09-15 "parties" 335 251603 11257
1984-09-15 "past" 274 251603 10918
1984-09-15 "peace" 2066 251603 77842
1984-09-15 "peaceful" 540 251603 15088
1984-09-15 "people" 1596 251603 54354
1984-09-15 "peoples" 865 251603 25181
1984-09-15 "policy" 581 251603 13567
1984-09-15 "political" 1055 251603 33692
1984-09-15 "poverty" 96 251603 10387
1984-09-15 "powers" 411 251603 10041
1984-09-15 "president" 436 251603 18758
1984-09-15 "principles" 553 251603 16368
1984-09-15 "process" 391 251603 19495
1984-09-15 "progress" 418 251603 17577
1984-09-15 "question" 419 251603 11259
1984-09-15 "recent" 290 251603 11188
1984-09-15 "regard" 284 251603 11452
1984-09-15 "region" 925 251603 21386
1984-09-15 "regional" 273 251603 13213
1984-09-15 "relations" 720 251603 18910
1984-09-15 "republic" 559 251603 23316
1984-09-15 "resolution" 387 251603 14938
1984-09-15 "resolutions" 338 251603 10068
1984-09-15 "resources" 425 251603 15034
1984-09-15 "respect" 456 251603 17360
1984-09-15 "responsibility" 287 251603 10002
1984-09-15 "rights" 679 251603 33678
1984-09-15 "role" 293 251603 15396
1984-09-15 "secretary" 512 251603 18224
1984-09-15 "security" 1337 251603 58620
1984-09-15 "session" 688 251603 29355
1984-09-15 "settlement" 368 251603 10468
1984-09-15 "situation" 952 251603 22626
1984-09-15 "social" 558 251603 21320
1984-09-15 "solution" 566 251603 14990
1984-09-15 "south" 1209 251603 26854
1984-09-15 "special" 237 251603 12822
1984-09-15 "stability" 316 251603 11323
1984-09-15 "support" 871 251603 30258
1984-09-15 "system" 527 251603 16129
1984-09-15 "terrorism" 113 251603 11726
1984-09-15 "time" 662 251603 25425
1984-09-15 "trade" 282 251603 12834
1984-09-15 "union" 289 251603 10537
1984-09-15 "united" 3026 251603 120949
1984-09-15 "view" 329 251603 11343
1984-09-15 "war" 785 251603 21426
1984-09-15 "weapons" 599 251603 16939
1984-09-15 "world" 2450 251603 89132
1985-09-15 "achieve" 238 231982 10213
1985-09-15 "action" 441 231982 16503
1985-09-15 "africa" 1122 231982 29980
1985-09-15 "african" 555 231982 18219
1985-09-15 "agreement" 217 231982 12320
1985-09-15 "arab" 269 231982 11247
1985-09-15 "arms" 510 231982 11210
1985-09-15 "assembly" 822 231982 39932
1985-09-15 "assistance" 271 231982 11561
1985-09-15 "based" 300 231982 10704
1985-09-15 "challenges" 79 231982 10170
1985-09-15 "change" 124 231982 11309
1985-09-15 "charter" 641 231982 16097
1985-09-15 "commitment" 231 231982 10328
1985-09-15 "common" 241 231982 10870
1985-09-15 "community" 942 231982 37936
1985-09-15 "conference" 488 231982 21701
1985-09-15 "conflict" 391 231982 16727
1985-09-15 "conflicts" 268 231982 11456
1985-09-15 "continue" 472 231982 19221
1985-09-15 "cooperation" 6 231982 17552
1985-09-15 "council" 496 231982 29218
1985-09-15 "countries" 2529 231982 85811
1985-09-15 "country" 835 231982 39541
1985-09-15 "crisis" 341 231982 12500
1985-09-15 "delegation" 268 231982 12971
1985-09-15 "democratic" 285 231982 14000
1985-09-15 "determination" 373 231982 10119
1985-09-15 "developed" 306 231982 12428
1985-09-15 "developing" 678 231982 26012
1985-09-15 "development" 1140 231982 63063
1985-09-15 "disarmament" 426 231982 13285
1985-09-15 "east" 464 231982 18712
1985-09-15 "economic" 1584 231982 55155
1985-09-15 "effective" 290 231982 11485
1985-09-15 "efforts" 976 231982 35195
1985-09-15 "ensure" 214 231982 11643
1985-09-15 "financial" 242 231982 10368
1985-09-15 "force" 283 231982 10217
1985-09-15 "forces" 354 231982 10811
1985-09-15 "foreign" 451 231982 13288
1985-09-15 "free" 302 231982 10472
1985-09-15 "freedom" 310 231982 10391
1985-09-15 "future" 363 231982 15552
1985-09-15 "global" 246 231982 21899
1985-09-15 "government" 964 231982 36814
1985-09-15 "hope" 471 231982 19418
1985-09-15 "human" 769 231982 36657
1985-09-15 "implementation" 218 231982 10777
1985-09-15 "including" 226 231982 10842
1985-09-15 "independence" 516 231982 14069
1985-09-15 "international" 3261 231982 117236
1985-09-15 "israel" 236 231982 10545
1985-09-15 "issues" 256 231982 11465
1985-09-15 "justice" 241 231982 10896
1985-09-15 "law" 258 231982 13993
1985-09-15 "major" 285 231982 10592
1985-09-15 "means" 290 231982 11658
1985-09-15 "measures" 388 231982 12398
1985-09-15 "middle" 293 231982 12987
1985-09-15 "military" 403 231982 12335
1985-09-15 "national" 456 231982 23575
1985-09-15 "nations" 3503 231982 124786
1985-09-15 "negotiations" 402 231982 13235
1985-09-15 "nuclear" 966 231982 22934
1985-09-15 "operation" 871 231982 15661
1985-09-15 "organization" 1328 231982 35640
1985-09-15 "palestinian" 288 231982 10259
1985-09-15 "parties" 262 231982 11257
1985-09-15 "past" 344 231982 10918
1985-09-15 "peace" 1926 231982 77842
1985-09-15 "peaceful" 514 231982 15088
1985-09-15 "people" 1517 231982 54354
1985-09-15 "peoples" 891 231982 25181
1985-09-15 "policy" 408 231982 13567
1985-09-15 "political" 903 231982 33692
1985-09-15 "poverty" 114 231982 10387
1985-09-15 "powers" 343 231982 10041
